Locality,Zip Code,Province,Type of Property,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Open Fire,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Subtype of Property_Grouped
Molenbeek-saint-jean,1080,Brussels-Capital Region,Apartment,apartment,470000,5,168,1,0,0,1,14,0,0,0,0,2,B,94,Good,Apartments
Sint-jans-molenbeek,1080,Brussels-Capital Region,Apartment,apartment,255000,2,85,0,0,0,0,0,0,0,0,0,2,D,196,Good,Apartments
Huy,4500,Province of Liège,House,mixed-use-building,699000,5,305,1,0,1,1,27,0,0,0,490,4,A,82,As new,Specialized Properties
Tienen,3300,Province of Flemish Brabant,Apartment,apartment,189000,2,81,0,0,0,1,22,0,0,0,0,4,C,202,To renovate,Apartments
Flemalle,4400,Province of Liège,House,house,299000,3,140,1,0,0,1,60,1,360,0,525,3,D,268,Good,Houses
Sint-niklaas,9100,Province of East Flanders,House,house,249500,2,130,0,0,0,0,0,1,50,0,98,2,D,341,As new,Houses
Forest,1190,Brussels-Capital Region,House,house,795000,6,251,1,0,0,0,0,0,0,0,0,2,Not specified,317,As new,Houses
Brugge,8000,Province of West Flanders,House,house,195000,3,160,0,0,0,0,0,0,0,0,166,4,F,598,To renovate,Houses
Lennik,1750,Province of Flemish Brabant,House,house,279000,2,121,0,0,0,0,0,0,0,0,685,4,F,881,Not specified,Houses
Zellik,1731,Province of Flemish Brabant,House,house,825000,6,351,1,0,0,0,0,0,0,0,2415,4,C,224,As new,Houses
Lokeren,9160,Province of East Flanders,House,house,769000,3,201,1,0,0,0,0,0,0,0,4992,3,A,46,As new,Houses
Wevelgem,8560,Province of West Flanders,House,house,250000,3,117,0,0,0,0,0,0,0,0,323,0,B,148,Good,Houses
Ruddervoorde,8020,Province of West Flanders,House,house,569000,4,205,1,0,0,0,0,0,0,0,987,0,Not specified,317,Not specified,Houses
Lebbeke,9280,Province of East Flanders,House,house,190000,2,136,0,0,0,0,0,0,0,0,320,2,F,1464,Good,Houses
Ouwegem,9750,Province of East Flanders,House,house,585000,3,266,0,0,0,0,0,0,0,0,2427,4,B,148,As new,Houses
Antwerpen,2018,Province of Antwerp,Apartment,apartment,495000,3,177,1,0,0,1,18,0,0,0,0,0,B,128,To be done up,Apartments
Brugge,8000,Province of West Flanders,House,house,375000,3,140,1,0,0,1,1,0,0,0,50,3,B,179,As new,Houses
Seraing,4101,Province of Liège,House,mixed-use-building,169900,2,77,1,0,0,1,20,0,0,0,179,2,E,353,As new,Specialized Properties
Gent,9000,Province of East Flanders,House,house,450000,2,130,0,0,0,0,0,0,0,0,90,0,B,140,Not specified,Houses
Melle,9090,Province of East Flanders,House,house,249000,1,85,1,0,0,1,15,0,0,0,308,0,C,281,Good,Houses
Eeklo,9900,Province of East Flanders,Apartment,apartment,170000,2,98,0,0,0,0,0,0,0,0,0,0,B,194,To be done up,Apartments
Baudour,7331,Province of Hainaut,House,house,95000,3,97,0,0,0,0,0,1,88,0,131,2,E,350,Good,Houses
Holsbeek,3220,Province of Flemish Brabant,House,house,650000,5,262,1,0,0,0,0,0,0,0,1181,4,C,290,As new,Houses
Bruxelles,1000,Brussels-Capital Region,House,mixed-use-building,1250000,7,428,0,0,0,1,23,1,70,0,190,2,C,144,Good,Specialized Properties
Nieuwerkerken,9320,Province of East Flanders,House,house,299000,4,186,1,0,0,0,0,0,0,0,228,2,D,365,Good,Houses
Ransart,6043,Province of Hainaut,Apartment,apartment,199000,2,111,1,0,0,1,5,0,0,0,0,2,A,73,As new,Apartments
Courcelles,6180,Province of Hainaut,House,house,109000,2,152,0,0,0,0,0,1,700,0,1142,3,E,411,To renovate,Houses
Oud-heverlee,3050,Province of Flemish Brabant,House,house,547000,5,244,0,0,0,0,0,0,0,0,1400,4,D,395,To renovate,Houses
Ixelles,1050,Brussels-Capital Region,House,house,1295000,5,370,1,0,1,1,20,1,30,0,0,2,D,166,As new,Houses
Ninove,9400,Province of East Flanders,House,house,315000,3,156,1,0,0,0,0,1,522,0,622,0,C,241,Good,Houses
Braine-lalleud,1420,Province of Walloon Brabant,House,apartment-block,655000,4,250,1,0,0,1,15,0,0,0,141,2,Not specified,317,Not specified,Specialized Properties
Ganshoren,1083,Brussels-Capital Region,Apartment,apartment,220000,2,90,0,0,0,1,7,0,0,0,0,0,G,464,Not specified,Apartments
Seraing,4100,Province of Liège,House,house,130000,3,100,1,0,0,0,0,0,0,0,50,2,C,255,As new,Houses
Engis,4480,Province of Liège,House,house,115000,3,102,1,0,0,0,0,1,90,0,143,2,E,369,To renovate,Houses
Hasselt,3500,Province of Limburg,House,house,678000,5,311,1,0,0,0,0,0,0,0,311,0,B,119,Good,Houses
Borgerhout,2140,Province of Antwerp,Apartment,ground-floor,245000,1,77,1,0,0,1,95,1,95,0,0,0,E,497,To renovate,Apartments
Etterbeek,1040,Brussels-Capital Region,House,apartment-block,525000,7,280,1,0,0,0,0,0,0,0,0,2,F,343,To be done up,Specialized Properties
Wachtebeke,9185,Province of East Flanders,House,chalet,139000,1,60,1,0,0,0,0,1,1233,0,1293,4,F,317,Good,Luxury Properties
Sint-pieters-leeuw,1600,Province of Flemish Brabant,House,villa,630000,3,336,1,0,0,0,0,0,0,0,7338,0,F,707,Not specified,Luxury Properties
Wevelgem,8560,Province of West Flanders,House,house,895000,3,450,0,0,0,0,0,0,0,0,1521,0,B,179,Just renovated,Houses
Brasschaat,2930,Province of Antwerp,Apartment,apartment,215000,2,111,1,0,0,0,0,0,0,0,0,2,C,240,To be done up,Apartments
Schilde,2970,Province of Antwerp,Apartment,duplex,475000,2,149,1,0,0,0,0,0,0,0,0,2,B,108,As new,Apartments
Oostende,8400,Province of West Flanders,Apartment,service-flat,425000,1,98,0,0,0,0,0,0,0,0,0,0,A,317,Good,Apartments
Auderghem,1160,Brussels-Capital Region,House,house,460000,4,140,1,0,0,0,0,1,100,0,165,2,G,621,To be done up,Houses
Lievegem,9930,Province of East Flanders,House,villa,889000,4,328,1,0,0,0,0,0,0,0,726,4,A,48,Not specified,Luxury Properties
Erpe-mere,9420,Province of East Flanders,House,house,169000,3,186,1,0,0,0,0,1,202,0,398,3,F,1177,To renovate,Houses
Seraing,4100,Province of Liège,House,house,120000,4,175,1,0,0,0,0,0,0,0,110,3,E,393,Good,Houses
Koksijde,8670,Province of West Flanders,House,house,915000,2,326,0,0,0,0,0,0,0,0,2906,4,D,317,Good,Houses
Oudenaarde,9700,Province of East Flanders,House,house,1695000,3,358,0,0,0,0,0,0,0,0,5390,4,C,271,As new,Houses
Laeken,1020,Brussels-Capital Region,House,apartment-block,625000,4,373,1,0,0,0,0,0,0,0,280,2,Not specified,317,Good,Specialized Properties
Waregem,8792,Province of West Flanders,House,villa,485000,3,185,1,0,0,0,0,0,0,0,1380,4,E,437,Good,Luxury Properties
Kortrijk,8500,Province of West Flanders,Apartment,ground-floor,265000,2,98,0,0,0,0,0,0,0,0,0,0,D,306,Good,Apartments
Amay,4540,Province of Liège,House,house,135000,2,68,1,0,0,1,15,0,0,0,67,2,E,387,Good,Houses
Beersel,1650,Province of Flemish Brabant,House,mansion,945000,4,465,1,0,0,0,0,0,0,0,363,2,D,345,Good,Luxury Properties
Mechelen,2800,Province of Antwerp,House,house,320000,4,153,1,0,0,0,0,1,37,0,125,2,D,321,Just renovated,Houses
Schaerbeek,1030,Brussels-Capital Region,Apartment,apartment,290000,3,107,1,0,1,1,8,0,0,0,0,2,C,142,As new,Apartments
Durbuy,6940,Province of Luxembourg,House,house,135000,3,150,0,0,0,0,0,1,626,0,834,0,F,438,To renovate,Houses
Gooik,1755,Province of Flemish Brabant,House,mansion,945000,4,465,1,0,0,0,0,0,0,0,363,2,D,345,Good,Luxury Properties
Borgerhout,2140,Province of Antwerp,Apartment,apartment,295000,2,95,1,0,0,1,6,0,0,0,0,2,B,199,As new,Apartments
Berchem,2600,Province of Antwerp,House,mixed-use-building,175000,2,90,0,0,0,1,12,0,0,0,4497,2,C,246,To be done up,Specialized Properties
Molenbeek-saint-jean,1080,Brussels-Capital Region,Apartment,flat-studio,115000,1,40,0,0,0,1,10,0,0,0,0,2,B,90,To renovate,Apartments
Huy,4500,Province of Liège,House,mixed-use-building,139000,3,137,0,0,0,0,0,1,548,0,609,2,D,256,To renovate,Specialized Properties
Berchem,2600,Province of Antwerp,Apartment,ground-floor,245000,1,77,1,0,0,1,95,1,95,0,0,0,E,497,To renovate,Apartments
Seraing,4100,Province of Liège,House,mixed-use-building,159000,3,185,1,0,0,1,28,0,0,0,115,2,D,331,Good,Specialized Properties
Grace-hollogne,4460,Province of Liège,House,house,160000,2,75,0,0,0,1,8,0,0,0,64,2,D,281,Just renovated,Houses
Duffel,2570,Province of Antwerp,House,house,835000,4,225,1,0,0,0,0,0,0,0,1020,0,Not specified,317,Not specified,Houses
Saint-gilles,1060,Brussels-Capital Region,Apartment,apartment,598000,3,250,1,0,0,1,4,0,0,0,0,2,F,313,Not specified,Apartments
Schaerbeek,1030,Brussels-Capital Region,Apartment,apartment,630000,3,252,1,0,0,0,0,0,0,0,0,2,G,360,To renovate,Apartments
Oostduinkerke,8670,Province of West Flanders,Apartment,apartment,215000,1,61,0,0,0,0,0,0,0,0,0,0,C,253,To renovate,Apartments
Fooz,4340,Province of Liège,House,house,650000,3,206,1,0,0,1,95,1,790,0,1060,4,Not specified,317,Not specified,Houses
Dilbeek,1700,Province of Flemish Brabant,House,villa,985000,4,400,0,0,0,0,0,0,0,0,15431,4,Not specified,317,Not specified,Luxury Properties
Mortsel,2640,Province of Antwerp,Apartment,apartment,285000,3,120,1,0,0,1,19,0,0,0,0,0,B,132,Not specified,Apartments
Rixensart,1330,Province of Walloon Brabant,House,house,220000,2,92,1,0,0,0,0,1,474,0,474,3,G,546,Good,Houses
Woluwe-saint-lambert,1200,Brussels-Capital Region,Apartment,apartment,370000,2,85,1,1,0,0,0,0,0,0,0,2,C,139,Good,Apartments
Arendonk,2370,Province of Antwerp,Apartment,penthouse,699000,2,250,0,0,1,1,100,0,0,0,0,4,B,176,Good,Apartments
Deurne,2100,Province of Antwerp,Apartment,apartment,209999,2,75,1,0,0,0,0,0,0,0,0,2,C,246,As new,Apartments
Lennik,1750,Province of Flemish Brabant,House,villa,985000,4,400,1,0,0,0,0,0,0,0,15431,4,Not specified,317,Not specified,Luxury Properties
Bernissart,7321,Province of Hainaut,House,house,285000,4,185,0,0,0,1,135,1,365,0,574,4,D,333,Good,Houses
Marchin,4570,Province of Liège,House,country-cottage,160000,3,157,0,0,0,0,0,1,155,0,244,3,F,504,Good,Houses
Komen-waasten,7781,Province of Hainaut,House,house,675000,5,291,0,0,0,0,0,0,0,0,1797,0,B,98,Good,Houses
De-haan,8420,Province of West Flanders,Apartment,apartment,1495000,3,254,0,0,0,0,0,0,0,0,0,3,A,86,As new,Apartments
Waasmunster,9250,Province of East Flanders,House,villa,995000,4,327,0,0,1,1,1,1,1,0,1659,4,C,239,As new,Luxury Properties
Berchem,2600,Province of Antwerp,Apartment,apartment,245000,2,110,1,0,0,0,0,0,0,0,0,3,B,176,Good,Apartments
Overijse,3090,Province of Flemish Brabant,Apartment,apartment,289000,3,107,1,0,0,1,11,0,0,0,0,3,B,146,Good,Apartments
Lier,2500,Province of Antwerp,Apartment,apartment,240000,2,106,1,0,0,0,0,0,0,0,0,0,C,273,Not specified,Apartments
Izegem,8870,Province of West Flanders,House,house,163000,3,145,0,0,0,0,0,0,0,0,164,0,F,680,To renovate,Houses
Charleroi,6000,Province of Hainaut,House,apartment-block,699000,10,480,1,0,0,0,0,0,0,0,0,0,B,156,Not specified,Specialized Properties
Borgerhout,2140,Province of Antwerp,Apartment,apartment,259000,2,85,1,0,0,1,3,0,0,0,0,0,B,131,Just renovated,Apartments
Mortsel,2640,Province of Antwerp,Apartment,apartment,289900,2,81,1,0,0,0,0,1,37,0,0,2,C,273,Good,Apartments
Westende,8434,Province of West Flanders,House,house,164000,2,71,1,1,0,0,0,0,0,0,189,0,F,755,Good,Houses
Zottegem,9620,Province of East Flanders,House,villa,795000,6,267,1,0,0,1,36,1,1400,0,10523,4,C,283,As new,Luxury Properties
Ottignies-louvain-la-neuve,1340,Province of Walloon Brabant,House,house,598000,3,286,1,0,0,0,0,0,0,0,1045,3,A,317,Not specified,Houses
Schaerbeek,1030,Brussels-Capital Region,Apartment,apartment,395000,2,100,1,0,0,1,45,1,65,0,0,2,B,87,As new,Apartments
Liege,4000,Province of Liège,House,house,309000,3,140,0,0,0,1,15,1,100,0,170,3,E,317,Good,Houses
Wellen,3830,Province of Limburg,Apartment,penthouse,380000,2,159,1,0,0,1,16,0,0,0,0,0,B,116,As new,Apartments
Sint-pieters-woluwe,1150,Brussels-Capital Region,Apartment,apartment,310000,1,64,1,0,0,0,0,0,0,0,0,2,C,130,Good,Apartments
Antwerpen,2018,Province of Antwerp,House,house,1395000,6,350,0,0,0,1,25,1,60,0,158,2,C,264,As new,Houses
Fleurus,6220,Province of Hainaut,House,house,315000,2,100,0,0,0,1,14,1,1030,0,1035,4,E,396,To be done up,Houses
Zeebrugge,8380,Province of West Flanders,Apartment,apartment,294000,2,58,1,0,0,0,0,0,0,0,0,2,D,366,Good,Apartments
Izegem,8870,Province of West Flanders,House,house,169000,3,115,0,0,0,0,0,0,0,0,224,0,F,627,To renovate,Houses
Knokke-heist,8301,Province of West Flanders,Apartment,loft,1450000,3,324,0,1,1,1,40,0,0,0,0,0,D,317,Not specified,Specialized Properties
Wemmel,1780,Province of Flemish Brabant,Apartment,duplex,429000,3,117,1,0,0,1,8,0,0,0,0,2,B,176,As new,Apartments
Wetteren,9230,Province of East Flanders,House,house,169000,2,84,0,0,0,0,0,0,0,0,90,2,D,388,Good,Houses
Machelen,9870,Province of East Flanders,House,villa,749000,4,299,1,0,0,0,0,0,0,0,7594,4,B,137,Good,Luxury Properties
Glabbeek,3384,Province of Flemish Brabant,House,house,865000,4,400,1,0,0,0,0,0,0,0,5680,4,B,197,As new,Houses
Anzegem,8570,Province of West Flanders,House,house,325000,3,140,0,0,0,1,15,1,125,0,196,3,C,219,Good,Houses
Ottignies-louvain-la-neuve,1341,Province of Walloon Brabant,Apartment,duplex,735000,5,260,1,0,0,1,40,0,0,0,0,3,Not specified,3,Good,Apartments
Diksmuide,8600,Province of West Flanders,Apartment,apartment,354500,2,110,1,0,0,0,0,0,0,0,0,0,Not specified,317,Good,Apartments
Watermael-boitsfort,1170,Brussels-Capital Region,House,house,645000,3,230,1,0,0,1,30,0,0,0,137,2,G,790,Not specified,Houses
Dilbeek,1700,Province of Flemish Brabant,House,mixed-use-building,1099000,4,360,1,0,0,1,107,0,0,0,1565,3,F,718,Good,Specialized Properties
Bruxelles,1000,Brussels-Capital Region,House,house,749000,5,240,1,0,0,1,50,1,50,0,336,3,D,188,As new,Houses
Zingem,9750,Province of East Flanders,House,house,725000,6,476,0,0,0,0,0,1,1750,0,2369,3,B,161,As new,Houses
Wilrijk,2610,Province of Antwerp,House,house,365000,3,188,1,0,0,0,0,1,75,0,200,2,B,181,As new,Houses
Izegem,8870,Province of West Flanders,House,house,169000,3,135,1,0,0,0,0,0,0,0,114,0,D,337,Just renovated,Houses
Watermael-boitsfort,1170,Brussels-Capital Region,House,house,650000,3,290,1,0,0,1,23,0,0,0,120,3,Not specified,317,To renovate,Houses
Eeklo,9900,Province of East Flanders,House,house,393000,3,137,1,0,0,0,0,0,0,0,621,3,D,396,Just renovated,Houses
Leuven,3010,Province of Flemish Brabant,House,house,685000,3,215,0,0,0,1,13,0,0,0,390,2,A,317,As new,Houses
Duffel,2570,Province of Antwerp,House,house,438000,3,168,1,0,0,1,40,1,400,0,722,3,B,161,Good,Houses
Antwerpen,2100,Province of Antwerp,House,house,318000,2,138,1,0,0,1,17,1,33,0,140,0,B,148,Good,Houses
Leuven,3000,Province of Flemish Brabant,Apartment,apartment,450000,3,120,1,0,0,1,20,0,0,0,0,0,B,181,Not specified,Apartments
Gent-drongen,9031,Province of East Flanders,House,house,395000,3,140,1,0,0,0,0,0,0,0,111,2,D,337,To renovate,Houses
Sint-michiels,8200,Province of West Flanders,Apartment,apartment,398000,2,94,0,0,0,1,25,0,0,0,0,0,A,317,Good,Apartments
Waterloo,1410,Province of Walloon Brabant,House,house,485000,4,185,0,0,0,1,20,1,300,0,455,3,D,306,Good,Houses
Tremelo,3120,Province of Flemish Brabant,House,house,599000,4,222,1,0,0,0,0,0,0,0,2428,4,D,397,Good,Houses
Blankenberge,8370,Province of West Flanders,Apartment,apartment,750000,2,200,1,0,0,1,42,0,0,0,0,4,A,69,As new,Apartments
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,459000,1,77,0,0,0,1,9,0,0,0,0,2,B,91,As new,Apartments
Kortrijk,8500,Province of West Flanders,House,mixed-use-building,485000,3,200,1,0,0,0,0,0,0,0,54,2,C,263,Good,Specialized Properties
Dinant,5500,Province of Namur,House,house,179000,4,191,1,0,0,0,0,0,0,0,1014,3,E,397,To be done up,Houses
Tournai-lamain,7522,Province of Hainaut,House,farmhouse,625000,4,273,1,0,0,1,60,1,5694,0,5694,4,D,328,Good,Houses
Antwerpen-deurne,2100,Province of Antwerp,Apartment,ground-floor,234900,1,85,1,0,0,0,0,1,26,0,0,2,C,287,As new,Apartments
Leuven,3001,Province of Flemish Brabant,House,house,790000,4,255,1,0,0,1,28,1,150,0,225,1,A,317,As new,Houses
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,459000,1,77,0,0,0,1,6,0,0,0,0,2,B,94,As new,Apartments
Lot,1651,Province of Flemish Brabant,House,house,225000,1,101,0,0,1,0,0,0,0,0,0,2,C,207,To be done up,Houses
Alleur,4432,Province of Liège,House,house,180000,4,140,0,0,0,0,0,0,0,0,750,4,E,412,To renovate,Houses
Brussel,1020,Brussels-Capital Region,House,apartment-block,640000,6,251,1,0,0,1,20,0,0,0,0,2,E,238,Good,Specialized Properties
Grez-doiceau,1390,Province of Walloon Brabant,House,house,649000,10,407,1,0,0,1,10,0,0,0,720,4,D,305,To renovate,Houses
Bruxelles,1000,Brussels-Capital Region,Apartment,apartment,890000,4,290,1,0,0,1,60,0,0,0,0,2,C,110,Good,Apartments
Hasselt,3500,Province of Limburg,Apartment,apartment,295000,2,100,1,0,0,1,3,0,0,0,0,0,A,93,Just renovated,Apartments
Bruxelles,1120,Brussels-Capital Region,House,house,477000,5,186,1,0,1,1,30,1,120,0,120,2,D,194,As new,Houses
Dentergem,8720,Province of West Flanders,House,house,265000,3,191,0,0,0,0,0,0,0,0,739,3,D,359,Good,Houses
Wanfercee-baulet,6224,Province of Hainaut,House,house,180000,3,170,0,0,0,0,0,0,0,0,243,2,C,247,Good,Houses
Oostende,8400,Province of West Flanders,Apartment,apartment,429000,3,147,1,0,0,1,6,0,0,0,0,0,C,254,Good,Apartments
Sint-niklaas,9100,Province of East Flanders,House,mixed-use-building,170000,2,67,1,0,0,1,15,0,0,0,83,0,D,331,Good,Specialized Properties
Oostende,8400,Province of West Flanders,Apartment,apartment,219000,2,62,0,0,0,1,4,0,0,0,0,0,A,82,Good,Apartments
Uccle,1180,Brussels-Capital Region,House,apartment-block,650000,5,447,1,0,0,0,0,0,0,0,482,2,G,518,To renovate,Specialized Properties
Woluwe-saint-pierre,1150,Brussels-Capital Region,Apartment,apartment,1195000,3,210,1,0,0,1,54,0,0,0,0,3,C,150,As new,Apartments
Bastogne,6600,Province of Luxembourg,House,exceptional-property,785000,5,260,1,1,0,1,40,1,2694,0,2694,4,C,252,As new,Luxury Properties
Eeklo,9900,Province of East Flanders,House,house,125000,2,91,0,0,0,0,0,0,0,0,115,2,F,748,To renovate,Houses
Ans,4430,Province of Liège,House,house,299000,4,118,1,0,0,1,6,1,1629,0,2498,4,G,594,Good,Houses
Marchin,4570,Province of Liège,House,house,365000,3,105,1,0,0,1,40,0,0,0,1992,4,D,294,As new,Houses
Wemmel,1780,Province of Flemish Brabant,House,villa,675000,5,284,1,0,0,1,50,1,500,0,1210,4,E,418,Good,Luxury Properties
Bornem,2880,Province of Antwerp,House,house,340000,2,187,1,0,0,1,70,0,0,0,287,0,D,389,Good,Houses
Uccle,1180,Brussels-Capital Region,Apartment,apartment,1200000,4,291,1,0,0,1,28,0,0,0,0,4,C,109,As new,Apartments
Middelkerke,8430,Province of West Flanders,House,house,175000,3,98,0,0,0,0,0,1,265,0,387,2,F,876,To renovate,Houses
Zedelgem,8210,Province of West Flanders,House,house,379000,3,130,1,0,0,0,0,0,0,0,294,4,A,59,As new,Houses
Liege,4000,Province of Liège,House,house,199000,4,149,1,0,0,1,29,1,166,0,243,2,D,282,Good,Houses
Sainte-ode,6680,Province of Luxembourg,House,exceptional-property,785000,5,260,1,1,0,1,40,1,2694,0,2694,4,C,252,As new,Luxury Properties
Marche-en-famenne,6900,Province of Luxembourg,House,exceptional-property,785000,5,260,1,1,0,1,40,1,2694,0,2694,4,C,252,As new,Luxury Properties
Uccle,1180,Brussels-Capital Region,Apartment,ground-floor,1375000,3,246,0,0,0,1,50,0,0,0,0,2,E,237,As new,Apartments
Herstal-vottem,4041,Province of Liège,House,house,189000,4,128,1,1,0,1,16,1,80,0,187,3,D,279,Good,Houses
Ampsin,4540,Province of Liège,House,house,199000,3,143,0,0,0,1,45,1,428,0,692,3,E,384,Good,Houses
Antwerpen,2000,Province of Antwerp,House,house,975000,13,339,1,0,0,0,0,0,0,0,81,2,C,270,Good,Houses
Hasselt,3500,Province of Limburg,Apartment,apartment,249000,1,65,0,0,0,1,15,0,0,0,0,0,A,65,Good,Apartments
Auderghem,1160,Brussels-Capital Region,Apartment,penthouse,1495000,3,210,1,0,0,1,190,0,0,0,0,4,A,44,As new,Apartments
Antwerpen,2000,Province of Antwerp,House,house,1195000,5,285,0,0,0,0,0,0,0,0,141,2,C,273,Just renovated,Houses
Reet,2840,Province of Antwerp,House,villa,1350000,7,489,1,0,1,0,0,0,0,1,6242,4,F,719,To renovate,Luxury Properties
Woluwe-saint-lambert,1200,Brussels-Capital Region,Apartment,apartment,430000,2,107,1,0,0,1,6,0,0,0,0,2,C,103,As new,Apartments
Seraing,4100,Province of Liège,House,house,210000,4,145,1,0,0,1,110,0,0,0,150,2,D,277,Just renovated,Houses
Oostende,8400,Province of West Flanders,Apartment,apartment,259000,2,114,0,0,0,1,22,0,0,0,0,0,A,87,Good,Apartments
Saint-nicolas,4420,Province of Liège,House,house,239000,4,128,0,0,0,1,18,0,0,0,0,3,B,122,Just renovated,Houses
Antwerpen,2018,Province of Antwerp,House,house,1195000,5,285,0,0,0,0,0,0,0,0,141,2,C,273,Just renovated,Houses
Genly,7040,Province of Hainaut,House,house,78000,3,112,0,0,0,0,0,1,656,0,730,3,G,722,To renovate,Houses
Liege,4000,Province of Liège,House,mixed-use-building,219000,4,200,0,0,0,0,0,0,0,0,172,2,C,235,Good,Specialized Properties
Boom,2850,Province of Antwerp,Apartment,penthouse,895000,4,325,1,0,1,1,79,0,0,0,0,0,B,140,As new,Apartments
Meise,1860,Province of Flemish Brabant,House,house,797000,4,401,1,0,0,1,30,1,727,0,942,4,C,208,As new,Houses
Ganshoren,1083,Brussels-Capital Region,Apartment,apartment,175000,2,79,0,0,0,1,11,0,0,0,0,0,G,359,To renovate,Apartments
Lasne,1380,Province of Walloon Brabant,House,villa,795000,4,200,1,0,1,1,1,1,1,0,1800,4,D,289,As new,Luxury Properties
Seraing,4101,Province of Liège,Apartment,apartment,99000,1,58,0,1,0,1,3,0,0,0,0,2,C,244,Good,Apartments
Liege,4020,Province of Liège,House,house,209000,3,146,0,0,0,0,0,0,0,0,118,2,G,583,Good,Houses
Kortrijk,8500,Province of West Flanders,House,house,234000,4,160,0,0,0,0,0,0,0,0,190,2,Not specified,317,To renovate,Houses
